archivo;oracion_id;oracion;cubanismo_detectado;lema_bd;categoria_gramatical;es_cubanismo;ia_sugiere;ia_razon;ia_beto_final
12153.txt;1;El presidente Nayib Bukele no habría atendido llamadas del Secretario de Estado de los Estados Unidos, Antony Blinken para invitarlo personalmente a la Cumbre de las Américas, reveló ayer The New York Times que cita los esfuerzos de la administración de Biden para evitar la vergüenza de un boicot por parte de líderes clave, solo para encontrar que sus propuestas fueron rechazadas.;clave;clave;f;0.0;;;0
12153.txt;2;Según el diario estadounidense, los funcionarios estadounidenses pasaron semanas negociando con el gobierno mexicano, tratando de encontrar una manera de atraer al presidente Andrés Manuel López Obrador a la reunión en Los Ángeles.;manera;manera;f;0.0;;;0
12153.txt;3;La vicepresidenta Kamala Harris llamó a la presidenta de Honduras para convencerla de que asistiera y también se enviaron funcionarios de alto nivel para tratar de convencer a los líderes de El Salvador y Guatemala.;tratar;tratar;v;0.0;;;0
12153.txt;5;Blinken, según cuatro personas familiarizadas con el alcance que no estaban autorizadas para hablar en público, dice el periódico neoyorquino.;hablar;hablar;v;0.0;;;0
12153.txt;6;Bukele no ha hecho público su razonamiento para no ir a la cumbre, pero personas familiarizadas con el pensamiento del presidente salvadoreño dicen que no vio el sentido de los apretones de manos y las sesiones fotográficas cuando el diálogo con Estados Unidos está fundamentalmente roto, dice el diario.;sentido;sentido;m;0.0;;;0
12320.txt;1;Un cabo del Ejército salvadoreño fue asesinado en horas de la tarde de este sábado, reportó la Fiscalía General de la República (FGR).;cabo;cabo;m;0.0;;;0
12320.txt;2;La víctima, identificada como Denys Alexis Reyes Chávez, se encontraba de licencia en su casa de habitación, ubicada en el Cantón Piedras Pachas, El Tránsito, San Miguel.;licencia;licencia;f;1.0;;;1
12320.txt;2;La víctima, identificada como Denys Alexis Reyes Chávez, se encontraba de licencia en su casa de habitación, ubicada en el Cantón Piedras Pachas, El Tránsito, San Miguel.;casa;casa;f;0.0;;;0
12320.txt;2;La víctima, identificada como Denys Alexis Reyes Chávez, se encontraba de licencia en su casa de habitación, ubicada en el Cantón Piedras Pachas, El Tránsito, San Miguel.;tránsito;tránsito;m;0.0;;;1
12320.txt;4;El Cabo se encontraba laborando para el Destacamento Militar Número 3 de La Unión.;cabo;cabo;m;0.0;;;0
12320.txt;6;Cinco de ellas en occidente, tres en el centro y tres en oriente.;cinco;cinco;m;0.0;;;0
12320.txt;6;Cinco de ellas en occidente, tres en el centro y tres en oriente.;tres;tres;m;0.0;;;0
12320.txt;6;Cinco de ellas en occidente, tres en el centro y tres en oriente.;centro;centro;m;0.0;;;0
12320.txt;6;Cinco de ellas en occidente, tres en el centro y tres en oriente.;tres;tres;m;0.0;;;0
12335.txt;1;El ministro de Justicia y Seguridad Pública, Gustavo Villatoro, aseguró esta mañana que con lo que aseguró que han formalizado la causa penal en su contra.;contra;contra;f;0.0;;;0
12335.txt;5;Villatoro aseveró también que seis de quince cabecillas de la MS-13 han sido capturados, sobre los restantes nueve, dijo que la mayoría “están fuera del país”.;sobre;sobre;m;0.0;;;0
12360.txt;1;Los problemas logísticos en China y la cadena de abastecimiento se han convertido en un reto para la industria farmacéutica de El Salvador, es por esto que el gremio señaló que se prepara para no caer en un desabastecimiento en su producción.;china;china;f;0.0;;;0
12360.txt;1;Los problemas logísticos en China y la cadena de abastecimiento se han convertido en un reto para la industria farmacéutica de El Salvador, es por esto que el gremio señaló que se prepara para no caer en un desabastecimiento en su producción.;cadena;cadena;f;0.0;;;0
12360.txt;1;Los problemas logísticos en China y la cadena de abastecimiento se han convertido en un reto para la industria farmacéutica de El Salvador, es por esto que el gremio señaló que se prepara para no caer en un desabastecimiento en su producción.;caer;caer;v;0.0;;;0
12360.txt;2;La presidenta de Inquifar indicó que la crisis de contenedores aún no ha sido superada y si antes, por ejemplo, se tardaban cuatro meses en obtener los insumos, ahora la mercancía puede arribar hasta después de 12 meses, por lo que han tenido que planificar y programar sus materias primas a largo plazo.;arribar;arribar;v;1.0;;;1
12360.txt;4;“Yo tengo que calificar a mi proveedor de materia prima, no solo puedo comprar a cualquiera, luego tengo que estabilizar mis productos en base a esa materia prima”, añadió.;base;base;f;0.0;;;0
12360.txt;5;En medio de un problema logístico en Asia, el CEO de la empresa farmacéutica Ancalmo Internacional, José Mario Ancalmo, explicó la semana pasada que la situación actual les ha llevado a tomar medidas, por el lado de gastos y costos para sortear la situación.;medio;medio;m;0.0;;;0
12360.txt;5;En medio de un problema logístico en Asia, el CEO de la empresa farmacéutica Ancalmo Internacional, José Mario Ancalmo, explicó la semana pasada que la situación actual les ha llevado a tomar medidas, por el lado de gastos y costos para sortear la situación.;situación;situación;f;0.0;;;0
12360.txt;5;En medio de un problema logístico en Asia, el CEO de la empresa farmacéutica Ancalmo Internacional, José Mario Ancalmo, explicó la semana pasada que la situación actual les ha llevado a tomar medidas, por el lado de gastos y costos para sortear la situación.;les;les;pron;1.0;;;0
12360.txt;5;En medio de un problema logístico en Asia, el CEO de la empresa farmacéutica Ancalmo Internacional, José Mario Ancalmo, explicó la semana pasada que la situación actual les ha llevado a tomar medidas, por el lado de gastos y costos para sortear la situación.;tomar;tomar;v;0.0;;;0
12360.txt;5;En medio de un problema logístico en Asia, el CEO de la empresa farmacéutica Ancalmo Internacional, José Mario Ancalmo, explicó la semana pasada que la situación actual les ha llevado a tomar medidas, por el lado de gastos y costos para sortear la situación.;situación;situación;f;0.0;;;0
12360.txt;6;Ancalmo trae sus materias primas de Europa, India, y China, donde los fletes marítimos han aumentado su precio.;china;china;f;0.0;;;0
12360.txt;7;El ejecutivo indicó que algunos productos han incrementado su costo entre un 5 % y 8 %, los cuales dependen de materia prima importada.;costo;costo;m;1.0;;;1
12360.txt;9;Datos del Banco Central de Reserva (BCR) señalan que las compras de productos químicos, y farmacéuticos aumentaron un 18.4 % en los primeros cuatro meses del año.;banco;banco;m;0.0;;;0
12360.txt;9;Datos del Banco Central de Reserva (BCR) señalan que las compras de productos químicos, y farmacéuticos aumentaron un 18.4 % en los primeros cuatro meses del año.;central;central;m;0.0;;;0
12360.txt;9;Datos del Banco Central de Reserva (BCR) señalan que las compras de productos químicos, y farmacéuticos aumentaron un 18.4 % en los primeros cuatro meses del año.;año;año;m;;0;"La palabra ""año"" se utiliza en su sentido estándar para referirse a un período de tiempo de 12 meses.";0
12360.txt;11;En cambio, el volumen importado aumentó un 11.8 %, al pasar de los 138 millones de kilogramos a 154.3 millones para abril de 2022.;volumen;volumen;m;;0;"La palabra ""volumen"" se refiere a la cantidad de algo, en este caso, kilogramos importados, y no se relaciona con el significado de nalgas voluminosas definido en el Diccionario de Cubanismos.";0
12360.txt;11;En cambio, el volumen importado aumentó un 11.8 %, al pasar de los 138 millones de kilogramos a 154.3 millones para abril de 2022.;pasar;pasar;v;;0;"La palabra ""pasar"" se utiliza en su significado estándar de cambiar de un estado o cantidad a otro, sin relación con los cubanismos definidos.";0
12360.txt;12;Sin embargo, en abril la tendencia cayó, el país pagó $90.8 millones ese mes por 33.3 millones de kilogramos, una disminución del 29.7 % del volumen de marzo cuando se importaron 47.4 millones de kilogramos por $120.9 millones, 24.8 % menos del dinero invertido en marzo.;volumen;volumen;m;;0;"La palabra ""volumen"" se utiliza en el contexto de cantidad o magnitud de algo, en este caso, el volumen de importaciones, sin relación con el significado coloquial de ""nalgas voluminosas"" definido en el diccionario de cubanismos.";0
12360.txt;13;Las compras de implementos e insumos para el sector de farmacéutica incluso es menor que hace un año, en abril del 2021 se importaron 37.2 millones de kilogramos, por $103.6 millones, una disminución del 10.5 % en volumen y 12.3 % en el dinero de inversión.;año;año;m;;0;"La palabra ""año"" se utiliza en la oración con su significado estándar de período de tiempo de 12 meses, sin ningún matiz específico del español cubano.";0
12360.txt;13;Las compras de implementos e insumos para el sector de farmacéutica incluso es menor que hace un año, en abril del 2021 se importaron 37.2 millones de kilogramos, por $103.6 millones, una disminución del 10.5 % en volumen y 12.3 % en el dinero de inversión.;volumen;volumen;m;;0;"La palabra ""volumen"" se utiliza en el contexto de una disminución porcentual en la cantidad de importaciones, lo que se ajusta a su significado estándar en español.";0
12702.txt;1;Al menos hasta agosto de 2017, la Policía Nacional Civil registró un total de 369 feminicidios en El Salvador, según manifestó ayer el Instituto de Estudios de la Mujer “Norma Virginia Guirola de Herrera” (Cemujer) y el Comité de América Latina y el Caribe para la Defensa de los Derechos de las Mujeres (Cladem).;defensa;defensa;f;;0;"La palabra ""defensa"" se utiliza en el contexto de derechos de las mujeres, sin relación con el significado de ""defensa"" como barra de metal en vehículos.";0
12702.txt;2;Las instituciones indicaron que de este total de feminicidios, un 52.7 % son reportados por tres departamentos: San Salvador, La Libertad y Santa Ana, y que las edades de las víctimas oscilan entre 18 a 30 años.;tres;tres;m;;0;"La palabra ""tres"" se utiliza en la oración con su significado numérico estándar, sin relación con los cubanismos definidos en el diccionario.";0
12702.txt;4;Asimismo, la institución alertó sobre la persistencia del embarazo infantil forzado en El Salvador, y la penalización absoluta del aborto “como una forma de violencia institucional y tortura”, y llamó al Estado a cumplir con las recomendaciones de los Comités Monitores de Derechos Humanos de Naciones Unidas para comprometerse a revisar su legislación punitiva del aborto.;sobre;sobre;m;;0;"La palabra ""sobre"" se utiliza en su significado estándar de ""acerca de"" o ""con respecto a"", sin relación con el bolso o el sobre de carta definido en el Diccionario de Cubanismos.";0
12848.txt;1;El homicidio del investigador Marcos Antonio Carranza y homicidio tentado de dos investigadores con clave “Luis” y “Ramón”, quedaron impunes con la absolución que emitió ayer el Tribunal Cuarto de Sentencia de San Salvador, a favor de tres presuntos pandilleros que, según la Fiscalía General de la República, fueron los que participaron en el hecho.;clave;clave;f;;0;"La palabra ""clave"" se utiliza en el contexto de una investigación con un código o nombre en clave, sin relación con el instrumento musical o la persona que lo toca, que es el significado propio del cubanismo.";0
12848.txt;1;El homicidio del investigador Marcos Antonio Carranza y homicidio tentado de dos investigadores con clave “Luis” y “Ramón”, quedaron impunes con la absolución que emitió ayer el Tribunal Cuarto de Sentencia de San Salvador, a favor de tres presuntos pandilleros que, según la Fiscalía General de la República, fueron los que participaron en el hecho.;ramón;ramón;m;;0;"La palabra ""Ramón"" se utiliza como un nombre propio en la oración, sin relación con el significado del cubanismo ""ramón"" que se refiere a un tipo de árbol.";0
12848.txt;1;El homicidio del investigador Marcos Antonio Carranza y homicidio tentado de dos investigadores con clave “Luis” y “Ramón”, quedaron impunes con la absolución que emitió ayer el Tribunal Cuarto de Sentencia de San Salvador, a favor de tres presuntos pandilleros que, según la Fiscalía General de la República, fueron los que participaron en el hecho.;tres;tres;m;;0;"La palabra ""tres"" se utiliza en la oración para indicar una cantidad numérica, sin relación con los cubanismos definidos en el diccionario.";0
12848.txt;2;En su fallo, la jueza de la causa dijo que la Unidad Especializada Antipandillas y Delitos de Homicidio de la Fiscalía, no pudo probar los hechos y la evidencia presentada no fue suficiente para quebrantar el principio de presunción de inocencia de Rafael Antonio Medrano, Jairo José Flores Reyes y Carlos Armando Ramírez  Alvarado.;fallo;fallo;m;;0;"La palabra ""fallo"" se utiliza en el contexto de una sentencia judicial, que es un significado estándar en español y no específico del cubano.";0
